UPC,Price,Promotion,Source URL
734027901605,5.59,"[Use code GINGER15 to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/the-ginger-people-organic-ginger-juice
733739062116,4.39,[Use code 20FOODIE to save 20%],https://www.vitacost.com/now-foods-livingnow-organic-amaranth-whole-grain
011110852250,3.79,[Use code 20FOODIE to save 20%],https://www.vitacost.com/simple-truth-organic-tropical-passion-fruit-juice
011110065742,2.79,[Use code 20FOODIE to save 20%],https://www.vitacost.com/simple-truth-organic-green-tea-20-tea-bags
799210222233,4.99,[Use code 20FOODIE to save 20%],https://www.vitacost.com/bionaturae-organic-fruit-spread-strawberry
897581000372,4.19,[Use code 20FOODIE to save 20%],https://www.vitacost.com/dandies-vegan-mini-marshmallows
856481003043,4.09,[Use code 20FOODIE to save 20%],https://www.vitacost.com/lilys-creamy-milk-chocolate-bar-with-stevia
073230000331,3.29,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/crown-prince-non-gmo-skinless-boneless-sardines-in-olive-oil
077975087312,4.50,[Use code 20FOODIE to save 20%],https://www.vitacost.com/snyders-of-hanover-gluten-free-pretzel-sticks
032917002396,6.49,[Use code 20FOODIE to save 20%],https://www.vitacost.com/traditional-medicinals-organic-green-tea-peppermint-16-tea-bags
