ASIN,Title,Cost,List,Profit,ROI,Offer,Rank,# Sold,30/90 BB,30/90 Profit,Rating,T Rating,%,Return,BB/SUP,CPT,CPT Profit,CPT ROI,Amz,Amz OOS,Tags,Source,Amazon
B0CN3V1MPL,"New Balance Unisex 997R Sneaker, Dark Arctic Grey/Navy, 8 US Men",$65.99,$99.99,$14.46,22%,5,"55,414",,$70.97,$-10.21,0,150,0%,,BB, 99.99,$14.46,22%,,100 %,"$60 TO $80, 997, clearance, eligible-discount-employee, GREY, Lifestyle, mens, mens-shoes, mens-shoes-running, NEW BALANCE, on-sale, pfs:label-CLEARANCE, running, U997RRB, unisex-label",https://www.shopwss.com/products/u997rrb?variant=40951005052983,https://www.amazon.com/dp/B0CN3V1MPL?th=1&psc=1
B0CN3TVH7Y,"New Balance Unisex 997R Sneaker, Dark Arctic Grey/Navy, 9.5 US Men",$65.99,$110.00,$22.51,34%,5,"55,663",,,,0,150,0%,,SUP, 99.99,$14.00,21%,,100 %,"$60 TO $80, 997, clearance, eligible-discount-employee, GREY, Lifestyle, mens, mens-shoes, mens-shoes-running, NEW BALANCE, on-sale, pfs:label-CLEARANCE, running, U997RRB, unisex-label",https://www.shopwss.com/products/u997rrb?variant=40951005151287,https://www.amazon.com/dp/B0CN3TVH7Y?th=1&psc=1
B0CN3TV5CK,"New Balance Unisex 997R Sneaker, Dark Arctic Grey/Navy, 11 US Men",$65.99,$99.99,$13.62,21%,7,"67,400",,$99.99,$13.62,0,150,0%,,BB, 99.99,$13.62,21%,,100 %,"$60 TO $80, 997, clearance, eligible-discount-employee, GREY, Lifestyle, mens, mens-shoes, mens-shoes-running, NEW BALANCE, on-sale, pfs:label-CLEARANCE, running, U997RRB, unisex-label",https://www.shopwss.com/products/u997rrb?variant=40951005249591,https://www.amazon.com/dp/B0CN3TV5CK?th=1&psc=1
B0CN3SLBLD,"New Balance Unisex 997R Sneaker, Dark Arctic Grey/Navy, 11.5 US Men",$65.99,$98.00,$10.15,15%,4,"64,325",,$98.00,$10.15,0,149,0%,,BB, 99.99,$11.84,18%,,100 %,"$60 TO $80, 997, clearance, eligible-discount-employee, GREY, Lifestyle, mens, mens-shoes, mens-shoes-running, NEW BALANCE, on-sale, pfs:label-CLEARANCE, running, U997RRB, unisex-label",https://www.shopwss.com/products/u997rrb?variant=40951005282359,https://www.amazon.com/dp/B0CN3SLBLD?th=1&psc=1
B0D54N319Z,"New Balance Unisex 997R Sneaker, Vintage Indigo/Sea Salt, 11.5 US Men",$65.99,$137.69,$43.49,66%,3,"55,233",,$89.95,$2.91,0,150,0%,,SUP,,,,,100 %,"$60 TO $80, 997, BLUE, clearance, eligible-discount-employee, Life, Mens, mens-shoes, mens-shoes-running, NEW BALANCE, on-sale, pfs:label-CLEARANCE, Running, U997RPCD, unisex-label",https://www.shopwss.com/products/u997rpcd?variant=41165272743991,https://www.amazon.com/dp/B0D54N319Z?th=1&psc=1
B0C4Q23N16,"New Balance Women's 530 Sneakers, Grey/Grey, 10.5 Medium US",$79.99,$162.00,$53.16,66%,3,"60,481",,$173.80,$63.19,0,758,0%,,SUP,,,,,100 %,"$60 TO $80, 530, Classic, eligible-discount-employee, for-her-2024, GREY, Lifestyle, MR530RS, NEW BALANCE, on-sale, running, SILVER, unisex-label, womens, womens-shoes, womens-shoes-running",https://www.shopwss.com/products/mr530rs?variant=40951196614711,https://www.amazon.com/dp/B0C4Q23N16?th=1&psc=1
B0DNNQM9MG,"Air Jordan 1 Mid SE Men's Shoes (HV0789-010, Black/White/Metallic Gold/Metallic Silver) Size 14",$134.99,$203.49,$30.74,23%,2,"62,266",,$127.76,$-33.63,0,20,0%,,SUP,,,,,100 %,"$100 TO $150, AJ 1, Basketball, BLACK, Classic, HV0789 010, JORDAN, mens, mens-shoes, mens-shoes-basketball, qty-limit-1, Retro, ships-free",https://www.shopwss.com/products/hv0789_010?variant=40951291150391,https://www.amazon.com/dp/B0DNNQM9MG?th=1&psc=1
B0C4RMLSBY,"Skechers Kids Uno Lite-Easy Zip Sneaker, Black/Black, 3.5 US Unisex Big Kid",$24.99,$43.18,$6.19,25%,2,"61,005",,$44.53,$7.34,0,292,0%,,BB,,,,$ 43.18,0 %,"$20 TO $40, -employee, 310387L BBK, BLACK, Casual, clearance, eligible-discount-employee, extra-clearance, girls, girls-shoes, girls-shoes-casual, holideals-40, holideals-brands, kids, Lifestyle, on-sale, pfs:label-CLEARANCE, SKECHERS, Uno",https://www.shopwss.com/products/310387l_bbk?variant=41206109405239,https://www.amazon.com/dp/B0C4RMLSBY?th=1&psc=1
B0DVJHTZ1W,"Nike Court Legacy Baby/Toddler Shoes (DA5382-129, White/Sail/Blue Tint) Size 6",$39.99,$64.59,$8.29,21%,6,"67,450",,$67.16,$10.47,0,583,0%,,SUP, 40.00,$-12.61,-32%,,100 %,"$20 TO $40, Basketball, Court Legacy, DA5382 129, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, Girls, girls-shoes, girls-shoes-basketball, Kids, Life, md2-exclusion, NI",https://www.shopwss.com/products/da5382_129?variant=41049912705079,https://www.amazon.com/dp/B0DVJHTZ1W?th=1&psc=1
B08P5NQ9T8,"Nike Court Legacy Little Shoes Sneaker, Black/White-Gum Light Brown, 12 US Unisex Kid",$44.99,$67.40,$6.25,14%,3,"69,167",,$58.59,$-1.24,0,582,0%,,SUP, 54.99,$-4.30,-10%,,100 %,"$40 TO $60, 4 - 7 yrs, basketball, BLACK, Boys, boys-shoes, boys-shoes-basketball, boys-shoes-court, boys-shoes-skate, bts25, Court, court classics, Court Legacy, DA5381 002, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligi",https://www.shopwss.com/products/da5381_002?variant=40942324875319,https://www.amazon.com/dp/B08P5NQ9T8?th=1&psc=1
B08P5LWPTC,"Nike Court Legacy Little Shoes Sneaker, Black/White-Gum Light Brown, 11 US Unisex Kid",$44.99,$67.40,$4.43,10%,1,"67,631",,$50.15,$-10.24,0,582,0%,,SUP, 54.99,$-6.12,-14%,,100 %,"$40 TO $60, 4 - 7 yrs, basketball, BLACK, Boys, boys-shoes, boys-shoes-basketball, boys-shoes-court, boys-shoes-skate, bts25, Court, court classics, Court Legacy, DA5381 002, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligi",https://www.shopwss.com/products/da5381_002?variant=40942324842551,https://www.amazon.com/dp/B08P5LWPTC?th=1&psc=1
B08P5N1QL1,"Nike Court Legacy Little Shoes Sneaker, Black/White-Gum Light Brown, 2 US Unisex Kid",$44.99,$64.00,$4.86,11%,1,"69,355",,$59.38,$0.93,0,583,0%,,SUP, 54.99,$-2.80,-6%,,100 %,"$40 TO $60, 4 - 7 yrs, basketball, BLACK, Boys, boys-shoes, boys-shoes-basketball, boys-shoes-court, boys-shoes-skate, bts25, Court, court classics, Court Legacy, DA5381 002, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligi",https://www.shopwss.com/products/da5381_002?variant=40942324973623,https://www.amazon.com/dp/B08P5N1QL1?th=1&psc=1
B0D3661YGG,"Nike Patch Insulated Lunch Bag – Black – One Size, 9A3089-023",$19.99,$37.00,$4.46,22%,22,"70,167",,$41.84,$8.57,0,77,0%,,BB,,,,,100 %,"$0 TO $20, 9A3089 023, Bags, BLACK, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, md2-exclusion, NIKE, on-sale, qty-limit-2, unisex, unisex-accessories, unisex-accessories-bags",https://www.shopwss.com/products/9a3089_023?variant=40951196745783,https://www.amazon.com/dp/B0D3661YGG?th=1&psc=1
B0DJ6PYWNS,"adidas CBLACK/FTWWHT Unisex Campus 00s J Core blackCore Black/FTWR White 6.5 US, Wide Little_Kid",$89.99,$146.50,$29.02,32%,3,"69,914",,$148.86,$31.02,0,101,0%,,SUP,,,,,100 %,"$80 TO $100, ADIDAS, BLACK, Boys, boys-shoes, boys-shoes-classic, Campus, Clas, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, JI4395, Kids, md2-exclusion, Skate",https://www.shopwss.com/products/ji4395?variant=41375474548791,https://www.amazon.com/dp/B0DJ6PYWNS?th=1&psc=1
B001T6QT8G,adidas Samba Indoor Soccer Shoes Kids Black/White,$49.97,$97.74,$25.62,51%,1,"71,949",,$49.89,$-15.05,0,0,,,SUP,,,,,100 %,"$40 TO $60, 036516Y, 4 - 7 yrs, ADIDAS, Adidas World Cup, BLACK, Boys, Boys Kids, boys-shoes, boys-shoes-soccer, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-family-holiday-2024, holiday-sale, ",https://www.shopwss.com/products/036516y?variant=40942200553527,https://www.amazon.com/dp/B001T6QT8G?th=1&psc=1
